raceyear,drivername,win,cumwin,racedate
1992,sweikert,0,1,1992-01-01
1992,tambay,0,2,1992-01-01
1992,taruffi,0,1,1992-01-01
1992,trintignant,0,2,1992-01-01
1992,trips,0,2,1992-01-01
1992,trulli,0,0,1992-01-01
1992,vettel,0,0,1992-01-01
1992,villeneuve,0,0,1992-01-01
1992,vukovich,0,2,1992-01-01
1992,wallard,0,1,1992-01-01
1992,ward,0,1,1992-01-01
1992,watson,0,5,1992-01-01
1992,webber,0,0,1992-01-01
1993,damon_hill,3,3,1993-01-01
1993,michael_schumacher,1,2,1993-01-01
1993,prost,7,51,1993-01-01
1993,senna,5,41,1993-01-01
1993,alboreto,0,5,1993-01-01
1993,alesi,0,0,1993-01-01
1993,alonso,0,0,1993-01-01
1993,angelis,0,2,1993-01-01
1993,arnoux,0,7,1993-01-01
1993,ascari,0,13,1993-01-01
1993,baghetti,0,1,1993-01-01
1993,bandini,0,1,1993-01-01
1993,barrichello,0,0,1993-01-01
1993,beltoise,0,1,1993-01-01
1993,berger,0,8,1993-01-01
1993,bonnier,0,1,1993-01-01
1993,bottas,0,0,1993-01-01
1993,boutsen,0,3,1993-01-01
1993,brambilla,0,1,1993-01-01
1993,brooks,0,6,1993-01-01
1993,bryan,0,1,1993-01-01
1993,button,0,0,1993-01-01
1993,cevert,0,1,1993-01-01
1993,clark,0,25,1993-01-01
1993,collins,0,3,1993-01-01
1993,coulthard,0,0,1993-01-01
1993,depailler,0,2,1993-01-01
1993,emerson_fittipaldi,0,14,1993-01-01
1993,fagioli,0,1,1993-01-01
1993,fangio,0,24,1993-01-01
1993,farina,0,5,1993-01-01
1993,fisichella,0,0,1993-01-01
1993,flaherty,0,1,1993-01-01
1993,frentzen,0,0,1993-01-01
1993,gethin,0,1,1993-01-01
1993,gilles_villeneuve,0,6,1993-01-01
1993,ginther,0,1,1993-01-01
1993,gonzalez,0,2,1993-01-01
1993,gurney,0,4,1993-01-01
1993,hakkinen,0,0,1993-01-01
1993,hamilton,0,0,1993-01-01
1993,hanks,0,1,1993-01-01
1993,hawthorn,0,3,1993-01-01
1993,herbert,0,0,1993-01-01
1993,hill,0,14,1993-01-01
1993,hulme,0,8,1993-01-01
1993,hunt,0,10,1993-01-01
1993,ickx,0,8,1993-01-01
1993,ireland,0,1,1993-01-01
1993,irvine,0,0,1993-01-01
1993,jabouille,0,2,1993-01-01
1993,jack_brabham,0,14,1993-01-01
1993,jones,0,12,1993-01-01
1993,keke_rosberg,0,5,1993-01-01
1993,kovalainen,0,0,1993-01-01
1993,kubica,0,0,1993-01-01
1993,laffite,0,6,1993-01-01
1993,lauda,0,25,1993-01-01
1993,leclerc,0,0,1993-01-01
1993,maldonado,0,0,1993-01-01
1993,mansell,0,30,1993-01-01
1993,mario_andretti,0,12,1993-01-01
1993,mass,0,1,1993-01-01
1993,massa,0,0,1993-01-01
1993,max_verstappen,0,0,1993-01-01
1993,mclaren,0,4,1993-01-01
1993,montoya,0,0,1993-01-01
1993,moss,0,16,1993-01-01
1993,musso,0,1,1993-01-01
1993,nannini,0,1,1993-01-01
1993,nilsson,0,1,1993-01-01
1993,pace,0,1,1993-01-01
1993,panis,0,0,1993-01-01
1993,parsons,0,1,1993-01-01
1993,patrese,0,6,1993-01-01
1993,peterson,0,10,1993-01-01
1993,phil_hill,0,3,1993-01-01
1993,piquet,0,23,1993-01-01
1993,pironi,0,3,1993-01-01
1993,raikkonen,0,0,1993-01-01
1993,ralf_schumacher,0,0,1993-01-01
1993,rathmann,0,1,1993-01-01
1993,regazzoni,0,5,1993-01-01
1993,reutemann,0,12,1993-01-01
1993,revson,0,2,1993-01-01
1993,ricciardo,0,0,1993-01-01
1993,rindt,0,6,1993-01-01
1993,rodriguez,0,2,1993-01-01
1993,rosberg,0,0,1993-01-01
1993,ruttman,0,1,1993-01-01
1993,scarfiotti,0,1,1993-01-01
1993,scheckter,0,10,1993-01-01
1993,siffert,0,2,1993-01-01
1993,stewart,0,27,1993-01-01
1993,surtees,0,6,1993-01-01
1993,sweikert,0,1,1993-01-01
1993,tambay,0,2,1993-01-01
1993,taruffi,0,1,1993-01-01
1993,trintignant,0,2,1993-01-01
1993,trips,0,2,1993-01-01
1993,trulli,0,0,1993-01-01
1993,vettel,0,0,1993-01-01
1993,villeneuve,0,0,1993-01-01
1993,vukovich,0,2,1993-01-01
1993,wallard,0,1,1993-01-01
1993,ward,0,1,1993-01-01
1993,watson,0,5,1993-01-01
1993,webber,0,0,1993-01-01
1994,berger,1,9,1994-01-01
1994,damon_hill,6,9,1994-01-01
1994,mansell,1,31,1994-01-01
1994,michael_schumacher,8,10,1994-01-01
1994,alboreto,0,5,1994-01-01
1994,alesi,0,0,1994-01-01
1994,alonso,0,0,1994-01-01
1994,angelis,0,2,1994-01-01
1994,arnoux,0,7,1994-01-01
1994,ascari,0,13,1994-01-01
1994,baghetti,0,1,1994-01-01
1994,bandini,0,1,1994-01-01
1994,barrichello,0,0,1994-01-01
1994,beltoise,0,1,1994-01-01
1994,bonnier,0,1,1994-01-01
1994,bottas,0,0,1994-01-01
1994,boutsen,0,3,1994-01-01
1994,brambilla,0,1,1994-01-01
1994,brooks,0,6,1994-01-01
1994,bryan,0,1,1994-01-01
1994,button,0,0,1994-01-01
1994,cevert,0,1,1994-01-01
1994,clark,0,25,1994-01-01
1994,collins,0,3,1994-01-01
1994,coulthard,0,0,1994-01-01
1994,depailler,0,2,1994-01-01
1994,emerson_fittipaldi,0,14,1994-01-01
1994,fagioli,0,1,1994-01-01
1994,fangio,0,24,1994-01-01
1994,farina,0,5,1994-01-01
1994,fisichella,0,0,1994-01-01
1994,flaherty,0,1,1994-01-01
1994,frentzen,0,0,1994-01-01
1994,gethin,0,1,1994-01-01
1994,gilles_villeneuve,0,6,1994-01-01
1994,ginther,0,1,1994-01-01
1994,gonzalez,0,2,1994-01-01
1994,gurney,0,4,1994-01-01
1994,hakkinen,0,0,1994-01-01
1994,hamilton,0,0,1994-01-01
1994,hanks,0,1,1994-01-01
1994,hawthorn,0,3,1994-01-01
1994,herbert,0,0,1994-01-01
1994,hill,0,14,1994-01-01
1994,hulme,0,8,1994-01-01
1994,hunt,0,10,1994-01-01
1994,ickx,0,8,1994-01-01
1994,ireland,0,1,1994-01-01
1994,irvine,0,0,1994-01-01
1994,jabouille,0,2,1994-01-01
1994,jack_brabham,0,14,1994-01-01
1994,jones,0,12,1994-01-01
1994,keke_rosberg,0,5,1994-01-01
1994,kovalainen,0,0,1994-01-01
1994,kubica,0,0,1994-01-01
1994,laffite,0,6,1994-01-01
1994,lauda,0,25,1994-01-01
1994,leclerc,0,0,1994-01-01
1994,maldonado,0,0,1994-01-01
1994,mario_andretti,0,12,1994-01-01
1994,mass,0,1,1994-01-01
1994,massa,0,0,1994-01-01
1994,max_verstappen,0,0,1994-01-01
1994,mclaren,0,4,1994-01-01
1994,montoya,0,0,1994-01-01
1994,moss,0,16,1994-01-01
1994,musso,0,1,1994-01-01
1994,nannini,0,1,1994-01-01
1994,nilsson,0,1,1994-01-01
1994,pace,0,1,1994-01-01
1994,panis,0,0,1994-01-01
1994,parsons,0,1,1994-01-01
1994,patrese,0,6,1994-01-01
1994,peterson,0,10,1994-01-01
1994,phil_hill,0,3,1994-01-01
1994,piquet,0,23,1994-01-01
1994,pironi,0,3,1994-01-01
1994,prost,0,51,1994-01-01
1994,raikkonen,0,0,1994-01-01
1994,ralf_schumacher,0,0,1994-01-01
1994,rathmann,0,1,1994-01-01
1994,regazzoni,0,5,1994-01-01
1994,reutemann,0,12,1994-01-01
1994,revson,0,2,1994-01-01
1994,ricciardo,0,0,1994-01-01
1994,rindt,0,6,1994-01-01
1994,rodriguez,0,2,1994-01-01
1994,rosberg,0,0,1994-01-01
1994,ruttman,0,1,1994-01-01
1994,scarfiotti,0,1,1994-01-01
1994,scheckter,0,10,1994-01-01
1994,senna,0,41,1994-01-01
1994,siffert,0,2,1994-01-01
1994,stewart,0,27,1994-01-01
1994,surtees,0,6,1994-01-01
1994,sweikert,0,1,1994-01-01
1994,tambay,0,2,1994-01-01
1994,taruffi,0,1,1994-01-01
1994,trintignant,0,2,1994-01-01
1994,trips,0,2,1994-01-01
1994,trulli,0,0,1994-01-01
1994,vettel,0,0,1994-01-01
1994,villeneuve,0,0,1994-01-01
1994,vukovich,0,2,1994-01-01
1994,wallard,0,1,1994-01-01
1994,ward,0,1,1994-01-01
1994,watson,0,5,1994-01-01
1994,webber,0,0,1994-01-01
1995,alesi,1,1,1995-01-01
1995,coulthard,1,1,1995-01-01
1995,damon_hill,4,13,1995-01-01
1995,herbert,2,2,1995-01-01
1995,michael_schumacher,9,19,1995-01-01
1995,alboreto,0,5,1995-01-01
1995,alonso,0,0,1995-01-01
1995,angelis,0,2,1995-01-01
1995,arnoux,0,7,1995-01-01
1995,ascari,0,13,1995-01-01
1995,baghetti,0,1,1995-01-01
1995,bandini,0,1,1995-01-01
1995,barrichello,0,0,1995-01-01
1995,beltoise,0,1,1995-01-01
1995,berger,0,9,1995-01-01
1995,bonnier,0,1,1995-01-01
1995,bottas,0,0,1995-01-01
1995,boutsen,0,3,1995-01-01
1995,brambilla,0,1,1995-01-01
1995,brooks,0,6,1995-01-01
1995,bryan,0,1,1995-01-01
1995,button,0,0,1995-01-01
1995,cevert,0,1,1995-01-01
1995,clark,0,25,1995-01-01
1995,collins,0,3,1995-01-01
1995,depailler,0,2,1995-01-01
1995,emerson_fittipaldi,0,14,1995-01-01
1995,fagioli,0,1,1995-01-01
1995,fangio,0,24,1995-01-01
1995,farina,0,5,1995-01-01
1995,fisichella,0,0,1995-01-01
1995,flaherty,0,1,1995-01-01
1995,frentzen,0,0,1995-01-01
1995,gethin,0,1,1995-01-01
1995,gilles_villeneuve,0,6,1995-01-01
1995,ginther,0,1,1995-01-01
1995,gonzalez,0,2,1995-01-01
1995,gurney,0,4,1995-01-01
1995,hakkinen,0,0,1995-01-01
1995,hamilton,0,0,1995-01-01
1995,hanks,0,1,1995-01-01
1995,hawthorn,0,3,1995-01-01
1995,hill,0,14,1995-01-01
1995,hulme,0,8,1995-01-01
1995,hunt,0,10,1995-01-01
1995,ickx,0,8,1995-01-01
1995,ireland,0,1,1995-01-01
1995,irvine,0,0,1995-01-01
1995,jabouille,0,2,1995-01-01
1995,jack_brabham,0,14,1995-01-01
1995,jones,0,12,1995-01-01
1995,keke_rosberg,0,5,1995-01-01
1995,kovalainen,0,0,1995-01-01
1995,kubica,0,0,1995-01-01
1995,laffite,0,6,1995-01-01
1995,lauda,0,25,1995-01-01
1995,leclerc,0,0,1995-01-01
1995,maldonado,0,0,1995-01-01
1995,mansell,0,31,1995-01-01
1995,mario_andretti,0,12,1995-01-01
1995,mass,0,1,1995-01-01
1995,massa,0,0,1995-01-01
1995,max_verstappen,0,0,1995-01-01
1995,mclaren,0,4,1995-01-01
1995,montoya,0,0,1995-01-01
1995,moss,0,16,1995-01-01
1995,musso,0,1,1995-01-01
1995,nannini,0,1,1995-01-01
1995,nilsson,0,1,1995-01-01
1995,pace,0,1,1995-01-01
1995,panis,0,0,1995-01-01
1995,parsons,0,1,1995-01-01
1995,patrese,0,6,1995-01-01
1995,peterson,0,10,1995-01-01
1995,phil_hill,0,3,1995-01-01
1995,piquet,0,23,1995-01-01
1995,pironi,0,3,1995-01-01
1995,prost,0,51,1995-01-01
1995,raikkonen,0,0,1995-01-01
1995,ralf_schumacher,0,0,1995-01-01
1995,rathmann,0,1,1995-01-01
1995,regazzoni,0,5,1995-01-01
1995,reutemann,0,12,1995-01-01
1995,revson,0,2,1995-01-01
1995,ricciardo,0,0,1995-01-01
1995,rindt,0,6,1995-01-01
1995,rodriguez,0,2,1995-01-01
1995,rosberg,0,0,1995-01-01
1995,ruttman,0,1,1995-01-01
1995,scarfiotti,0,1,1995-01-01
1995,scheckter,0,10,1995-01-01
1995,senna,0,41,1995-01-01
1995,siffert,0,2,1995-01-01
1995,stewart,0,27,1995-01-01
1995,surtees,0,6,1995-01-01
1995,sweikert,0,1,1995-01-01
1995,tambay,0,2,1995-01-01
1995,taruffi,0,1,1995-01-01
1995,trintignant,0,2,1995-01-01
1995,trips,0,2,1995-01-01
1995,trulli,0,0,1995-01-01
1995,vettel,0,0,1995-01-01
1995,villeneuve,0,0,1995-01-01
1995,vukovich,0,2,1995-01-01
1995,wallard,0,1,1995-01-01
1995,ward,0,1,1995-01-01
1995,watson,0,5,1995-01-01
1995,webber,0,0,1995-01-01
1996,damon_hill,8,21,1996-01-01
1996,michael_schumacher,3,22,1996-01-01
1996,panis,1,1,1996-01-01
1996,villeneuve,4,4,1996-01-01
1996,alboreto,0,5,1996-01-01
1996,alesi,0,1,1996-01-01
1996,alonso,0,0,1996-01-01
1996,angelis,0,2,1996-01-01
1996,arnoux,0,7,1996-01-01
1996,ascari,0,13,1996-01-01
1996,baghetti,0,1,1996-01-01
1996,bandini,0,1,1996-01-01
1996,barrichello,0,0,1996-01-01
1996,beltoise,0,1,1996-01-01
1996,berger,0,9,1996-01-01
1996,bonnier,0,1,1996-01-01
1996,bottas,0,0,1996-01-01
1996,boutsen,0,3,1996-01-01
1996,brambilla,0,1,1996-01-01
1996,brooks,0,6,1996-01-01
1996,bryan,0,1,1996-01-01
1996,button,0,0,1996-01-01
1996,cevert,0,1,1996-01-01
1996,clark,0,25,1996-01-01
1996,collins,0,3,1996-01-01
1996,coulthard,0,1,1996-01-01
1996,depailler,0,2,1996-01-01
1996,emerson_fittipaldi,0,14,1996-01-01
1996,fagioli,0,1,1996-01-01
1996,fangio,0,24,1996-01-01
1996,farina,0,5,1996-01-01
1996,fisichella,0,0,1996-01-01
1996,flaherty,0,1,1996-01-01
1996,frentzen,0,0,1996-01-01
1996,gethin,0,1,1996-01-01
1996,gilles_villeneuve,0,6,1996-01-01
1996,ginther,0,1,1996-01-01
1996,gonzalez,0,2,1996-01-01
1996,gurney,0,4,1996-01-01
1996,hakkinen,0,0,1996-01-01
1996,hamilton,0,0,1996-01-01
1996,hanks,0,1,1996-01-01
1996,hawthorn,0,3,1996-01-01
1996,herbert,0,2,1996-01-01
1996,hill,0,14,1996-01-01
1996,hulme,0,8,1996-01-01
1996,hunt,0,10,1996-01-01
1996,ickx,0,8,1996-01-01
1996,ireland,0,1,1996-01-01
1996,irvine,0,0,1996-01-01
1996,jabouille,0,2,1996-01-01
1996,jack_brabham,0,14,1996-01-01
1996,jones,0,12,1996-01-01
1996,keke_rosberg,0,5,1996-01-01
1996,kovalainen,0,0,1996-01-01
1996,kubica,0,0,1996-01-01
1996,laffite,0,6,1996-01-01
1996,lauda,0,25,1996-01-01
1996,leclerc,0,0,1996-01-01
1996,maldonado,0,0,1996-01-01
1996,mansell,0,31,1996-01-01
1996,mario_andretti,0,12,1996-01-01
1996,mass,0,1,1996-01-01
1996,massa,0,0,1996-01-01
1996,max_verstappen,0,0,1996-01-01
1996,mclaren,0,4,1996-01-01
1996,montoya,0,0,1996-01-01
1996,moss,0,16,1996-01-01
1996,musso,0,1,1996-01-01
1996,nannini,0,1,1996-01-01
1996,nilsson,0,1,1996-01-01
1996,pace,0,1,1996-01-01
1996,parsons,0,1,1996-01-01
1996,patrese,0,6,1996-01-01
1996,peterson,0,10,1996-01-01
1996,phil_hill,0,3,1996-01-01
1996,piquet,0,23,1996-01-01
1996,pironi,0,3,1996-01-01
1996,prost,0,51,1996-01-01
1996,raikkonen,0,0,1996-01-01
1996,ralf_schumacher,0,0,1996-01-01
1996,rathmann,0,1,1996-01-01
1996,regazzoni,0,5,1996-01-01
1996,reutemann,0,12,1996-01-01
1996,revson,0,2,1996-01-01
1996,ricciardo,0,0,1996-01-01
1996,rindt,0,6,1996-01-01
1996,rodriguez,0,2,1996-01-01
1996,rosberg,0,0,1996-01-01
1996,ruttman,0,1,1996-01-01
1996,scarfiotti,0,1,1996-01-01
1996,scheckter,0,10,1996-01-01
1996,senna,0,41,1996-01-01
1996,siffert,0,2,1996-01-01
1996,stewart,0,27,1996-01-01
1996,surtees,0,6,1996-01-01
1996,sweikert,0,1,1996-01-01
1996,tambay,0,2,1996-01-01
1996,taruffi,0,1,1996-01-01
1996,trintignant,0,2,1996-01-01
1996,trips,0,2,1996-01-01
1996,trulli,0,0,1996-01-01
1996,vettel,0,0,1996-01-01
1996,vukovich,0,2,1996-01-01
1996,wallard,0,1,1996-01-01
1996,ward,0,1,1996-01-01
1996,watson,0,5,1996-01-01
1996,webber,0,0,1996-01-01
1997,berger,1,10,1997-01-01
1997,coulthard,2,3,1997-01-01
1997,frentzen,1,1,1997-01-01
1997,hakkinen,1,1,1997-01-01
1997,michael_schumacher,5,27,1997-01-01
1997,villeneuve,7,11,1997-01-01
1997,alboreto,0,5,1997-01-01
1997,alesi,0,1,1997-01-01
1997,alonso,0,0,1997-01-01
1997,angelis,0,2,1997-01-01
1997,arnoux,0,7,1997-01-01
1997,ascari,0,13,1997-01-01
1997,baghetti,0,1,1997-01-01
1997,bandini,0,1,1997-01-01
1997,barrichello,0,0,1997-01-01
1997,beltoise,0,1,1997-01-01
1997,bonnier,0,1,1997-01-01
1997,bottas,0,0,1997-01-01
1997,boutsen,0,3,1997-01-01
1997,brambilla,0,1,1997-01-01
1997,brooks,0,6,1997-01-01
1997,bryan,0,1,1997-01-01
1997,button,0,0,1997-01-01
1997,cevert,0,1,1997-01-01
1997,clark,0,25,1997-01-01
1997,collins,0,3,1997-01-01
1997,damon_hill,0,21,1997-01-01
1997,depailler,0,2,1997-01-01
1997,emerson_fittipaldi,0,14,1997-01-01
1997,fagioli,0,1,1997-01-01
1997,fangio,0,24,1997-01-01
1997,farina,0,5,1997-01-01
1997,fisichella,0,0,1997-01-01
1997,flaherty,0,1,1997-01-01
1997,gethin,0,1,1997-01-01
1997,gilles_villeneuve,0,6,1997-01-01
1997,ginther,0,1,1997-01-01
1997,gonzalez,0,2,1997-01-01
1997,gurney,0,4,1997-01-01
1997,hamilton,0,0,1997-01-01
1997,hanks,0,1,1997-01-01
1997,hawthorn,0,3,1997-01-01
1997,herbert,0,2,1997-01-01
1997,hill,0,14,1997-01-01
1997,hulme,0,8,1997-01-01
1997,hunt,0,10,1997-01-01
1997,ickx,0,8,1997-01-01
1997,ireland,0,1,1997-01-01
1997,irvine,0,0,1997-01-01
1997,jabouille,0,2,1997-01-01
1997,jack_brabham,0,14,1997-01-01
1997,jones,0,12,1997-01-01
1997,keke_rosberg,0,5,1997-01-01
1997,kovalainen,0,0,1997-01-01
1997,kubica,0,0,1997-01-01
1997,laffite,0,6,1997-01-01
1997,lauda,0,25,1997-01-01
1997,leclerc,0,0,1997-01-01
1997,maldonado,0,0,1997-01-01
1997,mansell,0,31,1997-01-01
1997,mario_andretti,0,12,1997-01-01
1997,mass,0,1,1997-01-01
1997,massa,0,0,1997-01-01
1997,max_verstappen,0,0,1997-01-01
1997,mclaren,0,4,1997-01-01
1997,montoya,0,0,1997-01-01
1997,moss,0,16,1997-01-01
1997,musso,0,1,1997-01-01
1997,nannini,0,1,1997-01-01
1997,nilsson,0,1,1997-01-01
1997,pace,0,1,1997-01-01
1997,panis,0,1,1997-01-01
1997,parsons,0,1,1997-01-01
1997,patrese,0,6,1997-01-01
1997,peterson,0,10,1997-01-01
1997,phil_hill,0,3,1997-01-01
1997,piquet,0,23,1997-01-01
1997,pironi,0,3,1997-01-01
1997,prost,0,51,1997-01-01
1997,raikkonen,0,0,1997-01-01
1997,ralf_schumacher,0,0,1997-01-01
1997,rathmann,0,1,1997-01-01
1997,regazzoni,0,5,1997-01-01
1997,reutemann,0,12,1997-01-01
1997,revson,0,2,1997-01-01
1997,ricciardo,0,0,1997-01-01
1997,rindt,0,6,1997-01-01
1997,rodriguez,0,2,1997-01-01
1997,rosberg,0,0,1997-01-01
1997,ruttman,0,1,1997-01-01
1997,scarfiotti,0,1,1997-01-01
1997,scheckter,0,10,1997-01-01
1997,senna,0,41,1997-01-01
1997,siffert,0,2,1997-01-01
1997,stewart,0,27,1997-01-01
1997,surtees,0,6,1997-01-01
1997,sweikert,0,1,1997-01-01
1997,tambay,0,2,1997-01-01
1997,taruffi,0,1,1997-01-01
1997,trintignant,0,2,1997-01-01
1997,trips,0,2,1997-01-01
1997,trulli,0,0,1997-01-01
1997,vettel,0,0,1997-01-01
1997,vukovich,0,2,1997-01-01
1997,wallard,0,1,1997-01-01
1997,ward,0,1,1997-01-01
1997,watson,0,5,1997-01-01
1997,webber,0,0,1997-01-01
1998,coulthard,1,4,1998-01-01
1998,damon_hill,1,22,1998-01-01
1998,hakkinen,8,9,1998-01-01
1998,michael_schumacher,6,33,1998-01-01
1998,alboreto,0,5,1998-01-01
1998,alesi,0,1,1998-01-01
1998,alonso,0,0,1998-01-01
1998,angelis,0,2,1998-01-01
1998,arnoux,0,7,1998-01-01
1998,ascari,0,13,1998-01-01
1998,baghetti,0,1,1998-01-01
1998,bandini,0,1,1998-01-01
1998,barrichello,0,0,1998-01-01
1998,beltoise,0,1,1998-01-01
1998,berger,0,10,1998-01-01
1998,bonnier,0,1,1998-01-01
1998,bottas,0,0,1998-01-01
1998,boutsen,0,3,1998-01-01
1998,brambilla,0,1,1998-01-01
1998,brooks,0,6,1998-01-01
1998,bryan,0,1,1998-01-01
1998,button,0,0,1998-01-01
1998,cevert,0,1,1998-01-01
1998,clark,0,25,1998-01-01
1998,collins,0,3,1998-01-01
1998,depailler,0,2,1998-01-01
1998,emerson_fittipaldi,0,14,1998-01-01
1998,fagioli,0,1,1998-01-01
1998,fangio,0,24,1998-01-01
1998,farina,0,5,1998-01-01
1998,fisichella,0,0,1998-01-01
1998,flaherty,0,1,1998-01-01
1998,frentzen,0,1,1998-01-01
1998,gethin,0,1,1998-01-01
1998,gilles_villeneuve,0,6,1998-01-01
1998,ginther,0,1,1998-01-01
1998,gonzalez,0,2,1998-01-01
1998,gurney,0,4,1998-01-01
1998,hamilton,0,0,1998-01-01
1998,hanks,0,1,1998-01-01
1998,hawthorn,0,3,1998-01-01
1998,herbert,0,2,1998-01-01
1998,hill,0,14,1998-01-01
1998,hulme,0,8,1998-01-01
1998,hunt,0,10,1998-01-01
1998,ickx,0,8,1998-01-01
1998,ireland,0,1,1998-01-01
1998,irvine,0,0,1998-01-01
1998,jabouille,0,2,1998-01-01
1998,jack_brabham,0,14,1998-01-01
1998,jones,0,12,1998-01-01
1998,keke_rosberg,0,5,1998-01-01
1998,kovalainen,0,0,1998-01-01
1998,kubica,0,0,1998-01-01
1998,laffite,0,6,1998-01-01
1998,lauda,0,25,1998-01-01
1998,leclerc,0,0,1998-01-01
1998,maldonado,0,0,1998-01-01
1998,mansell,0,31,1998-01-01
1998,mario_andretti,0,12,1998-01-01
1998,mass,0,1,1998-01-01
1998,massa,0,0,1998-01-01
1998,max_verstappen,0,0,1998-01-01
1998,mclaren,0,4,1998-01-01
1998,montoya,0,0,1998-01-01
1998,moss,0,16,1998-01-01
1998,musso,0,1,1998-01-01
1998,nannini,0,1,1998-01-01
1998,nilsson,0,1,1998-01-01
1998,pace,0,1,1998-01-01
1998,panis,0,1,1998-01-01
1998,parsons,0,1,1998-01-01
1998,patrese,0,6,1998-01-01
1998,peterson,0,10,1998-01-01
1998,phil_hill,0,3,1998-01-01
1998,piquet,0,23,1998-01-01
1998,pironi,0,3,1998-01-01
1998,prost,0,51,1998-01-01
1998,raikkonen,0,0,1998-01-01
1998,ralf_schumacher,0,0,1998-01-01
1998,rathmann,0,1,1998-01-01
1998,regazzoni,0,5,1998-01-01
1998,reutemann,0,12,1998-01-01
1998,revson,0,2,1998-01-01
1998,ricciardo,0,0,1998-01-01
1998,rindt,0,6,1998-01-01
1998,rodriguez,0,2,1998-01-01
1998,rosberg,0,0,1998-01-01
1998,ruttman,0,1,1998-01-01
1998,scarfiotti,0,1,1998-01-01
1998,scheckter,0,10,1998-01-01
1998,senna,0,41,1998-01-01
1998,siffert,0,2,1998-01-01
1998,stewart,0,27,1998-01-01
1998,surtees,0,6,1998-01-01
1998,sweikert,0,1,1998-01-01
1998,tambay,0,2,1998-01-01
1998,taruffi,0,1,1998-01-01
1998,trintignant,0,2,1998-01-01
1998,trips,0,2,1998-01-01
1998,trulli,0,0,1998-01-01
1998,vettel,0,0,1998-01-01
1998,villeneuve,0,11,1998-01-01
1998,vukovich,0,2,1998-01-01
1998,wallard,0,1,1998-01-01
1998,ward,0,1,1998-01-01
1998,watson,0,5,1998-01-01
1998,webber,0,0,1998-01-01
1999,coulthard,2,6,1999-01-01
1999,frentzen,2,3,1999-01-01
1999,hakkinen,5,14,1999-01-01
1999,herbert,1,3,1999-01-01
1999,irvine,4,4,1999-01-01
1999,michael_schumacher,2,35,1999-01-01
1999,alboreto,0,5,1999-01-01
1999,alesi,0,1,1999-01-01
1999,alonso,0,0,1999-01-01
1999,angelis,0,2,1999-01-01
1999,arnoux,0,7,1999-01-01
1999,ascari,0,13,1999-01-01
1999,baghetti,0,1,1999-01-01
1999,bandini,0,1,1999-01-01
1999,barrichello,0,0,1999-01-01
1999,beltoise,0,1,1999-01-01
1999,berger,0,10,1999-01-01
1999,bonnier,0,1,1999-01-01
1999,bottas,0,0,1999-01-01
1999,boutsen,0,3,1999-01-01
1999,brambilla,0,1,1999-01-01
1999,brooks,0,6,1999-01-01
1999,bryan,0,1,1999-01-01
1999,button,0,0,1999-01-01
1999,cevert,0,1,1999-01-01
1999,clark,0,25,1999-01-01
1999,collins,0,3,1999-01-01
1999,damon_hill,0,22,1999-01-01
1999,depailler,0,2,1999-01-01
1999,emerson_fittipaldi,0,14,1999-01-01
1999,fagioli,0,1,1999-01-01
1999,fangio,0,24,1999-01-01
1999,farina,0,5,1999-01-01
1999,fisichella,0,0,1999-01-01
1999,flaherty,0,1,1999-01-01
1999,gethin,0,1,1999-01-01
1999,gilles_villeneuve,0,6,1999-01-01
1999,ginther,0,1,1999-01-01
1999,gonzalez,0,2,1999-01-01
1999,gurney,0,4,1999-01-01
1999,hamilton,0,0,1999-01-01
1999,hanks,0,1,1999-01-01
1999,hawthorn,0,3,1999-01-01
1999,hill,0,14,1999-01-01
1999,hulme,0,8,1999-01-01
1999,hunt,0,10,1999-01-01
1999,ickx,0,8,1999-01-01
1999,ireland,0,1,1999-01-01
1999,jabouille,0,2,1999-01-01
1999,jack_brabham,0,14,1999-01-01
1999,jones,0,12,1999-01-01
1999,keke_rosberg,0,5,1999-01-01
1999,kovalainen,0,0,1999-01-01
1999,kubica,0,0,1999-01-01
1999,laffite,0,6,1999-01-01
1999,lauda,0,25,1999-01-01
1999,leclerc,0,0,1999-01-01
1999,maldonado,0,0,1999-01-01
1999,mansell,0,31,1999-01-01
1999,mario_andretti,0,12,1999-01-01
1999,mass,0,1,1999-01-01
1999,massa,0,0,1999-01-01
1999,max_verstappen,0,0,1999-01-01
1999,mclaren,0,4,1999-01-01
1999,montoya,0,0,1999-01-01
1999,moss,0,16,1999-01-01
1999,musso,0,1,1999-01-01
1999,nannini,0,1,1999-01-01
1999,nilsson,0,1,1999-01-01
1999,pace,0,1,1999-01-01
1999,panis,0,1,1999-01-01
1999,parsons,0,1,1999-01-01
1999,patrese,0,6,1999-01-01
1999,peterson,0,10,1999-01-01
1999,phil_hill,0,3,1999-01-01
1999,piquet,0,23,1999-01-01
1999,pironi,0,3,1999-01-01
1999,prost,0,51,1999-01-01
1999,raikkonen,0,0,1999-01-01
1999,ralf_schumacher,0,0,1999-01-01
1999,rathmann,0,1,1999-01-01
1999,regazzoni,0,5,1999-01-01
1999,reutemann,0,12,1999-01-01
1999,revson,0,2,1999-01-01
1999,ricciardo,0,0,1999-01-01
1999,rindt,0,6,1999-01-01
1999,rodriguez,0,2,1999-01-01
1999,rosberg,0,0,1999-01-01
1999,ruttman,0,1,1999-01-01
